"","Sample","lib","aligned_reads","ambig_reads","discarded_reads","meth_chg","meth_chh","meth_cpg","no_alignments","percent_aligned","percent_chg_meth","percent_chh_meth","percent_cpg_meth","strand_ctob","strand_ctot","strand_directional","strand_ob","strand_ot","total_c","total_reads","unmeth_chg","unmeth_chh","unmeth_cpg","Filename","File type","Encoding","Total Sequences","Sequences flagged as poor quality","Sequence length","%GC","total_deduplicated_percentage","avg_sequence_length","median_sequence_length","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","sample_id"
"296","302","lib14",1634140,89795,766,1892241,496918,6308333,1504539,50.6164832053781,6.6,1,25.1,0,0,"directional",816803,816571,103518603,3228474,26873449,49134056,18813606,"302_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3228474,0,"20-141",36,37.9608472876107,111.693146979037,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib14_302"
"297","303","lib14",1891643,121389,780,2179640,572554,6895759,1605305,52.2793482199143,6.8,1,25.8,0,0,"directional",947218,943645,115201487,3618337,29893488,55838519,19821527,"303_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3618337,0,"20-141",35,36.488055945008,109.407585584206,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib14_303"
"298","304","lib14",1444917,87713,571,1664048,438803,5438128,1270533,51.5459500571319,6.6,1,26,0,0,"directional",724395,719951,90388425,2803163,23481131,43918653,15447662,"304_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2803163,0,"20-141",35,37.5908448453549,112.336246590013,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib14_304"
"299","335","lib14",3972855,236145,1722,4716500,1629245,13972655,4122376,47.6854603609296,6.6,1.3,23.4,0,0,"directional",1998764,1972369,260735804,8331376,66655865,128053808,45707731,"335_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8331376,0,"20-141",34,27.5642201711341,115.93014203176,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib14_335"
"300","349","lib14",1823292,90365,769,2134298,684508,6975594,1772072,49.4689652983168,6.2,1,26.8,0,0,"directional",914105,908418,125705350,3685729,32083780,64790008,19037162,"349_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3685729,0,"20-141",33,32.2590127412815,124.09842828922,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib14_349"
"301","350","lib14",2391072,117937,1012,2772172,824237,9131308,2393528,48.7721357329889,6.2,1,25.9,0,0,"directional",1195979,1194081,163871615,4902537,41769765,83226197,26147936,"350_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4902537,0,"20-141",33,31.4953305014491,122.536745362656,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib14_350"
"302","351","lib14",6095155,292699,2693,7099851,2190120,23527669,6072717,48.9155352511534,6.2,1,26.4,0,0,"directional",3055578,3036884,421852458,12460571,107738367,215558916,65737535,"351_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12460571,0,"20-141",33,24.4894412495369,123.835792597306,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib14_351"
"303","3","lib14",2158430,125749,1077,2488391,688925,8898898,1779401,53.1164638077754,6.1,0.9,28.6,0,0,"directional",1079861,1077492,144624465,4063580,38138328,72156464,22253459,"3_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4063580,0,"20-141",34,31.9401464232833,120.825742325732,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib14_3"
"304","401","lib14",1800751,99557,922,2101600,644415,7731182,2040545,45.6944473696431,6.2,1,27.2,0,0,"directional",899888,899941,124210473,3940853,31613425,61391822,20728029,"401_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3940853,0,"20-141",34,32.497455531775,120.283925332916,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib14_401"
"305","40","lib14",1410559,94341,669,1623033,416022,6542098,1306978,50.1643030031886,6.4,0.9,31.8,0,0,"directional",704169,705721,90391058,2811878,23830114,43933815,14045976,"40_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2811878,0,"20-141",35,37.9608575041471,112.316113999256,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib14_40"
"306","41","lib14",6041450,276893,2840,6987893,2139977,24304499,5675634,50.3706985597855,6,1,27.7,0,0,"directional",3025647,3012963,421455751,11993977,108528241,215995189,63499952,"41_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",11993977,0,"20-141",33,24.0721236213854,124.676373983375,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib14_41"
"307","56","lib14",2234680,111077,748,2582349,729862,8639082,1894088,52.7066437570241,6.3,0.9,27.9,0,0,"directional",1117553,1116379,149505912,4239845,38490463,76726999,22337157,"56_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4239845,0,"20-141",33,38.2983907773137,120.723914435551,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib14_56"
"308","5","lib14",2589863,159469,1198,2967641,764861,10031611,2438528,49.9216054403935,6.3,0.9,26.7,0,0,"directional",1295659,1293006,166363835,5187860,43896281,81209923,27493518,"5_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5187860,0,"20-141",35,32.865010634503,113.17784269429,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib14_5"
"309","104","lib15",1598454,100348,788,1845904,533105,6098195,1670080,47.4476102160895,6.6,1,26.3,0,0,"directional",800727,796939,102845134,3368882,25976106,51330963,17060861,"104_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3368882,0,"20-141",33,36.6413416304445,112.720580893008,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_104"
"310","105","lib15",1924912,124632,801,2245948,671157,6643716,1947481,48.1586179721168,7.1,1.2,23.8,0,0,"directional",964583,959528,116346788,3997025,29224636,56266848,21294483,"105_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3997025,0,"20-141",34,39.0114768735018,105.30599783589,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_105"
"311","124","lib15",3892819,199791,996,4462168,1258325,14047833,2814339,56.360905517038,6.4,0.9,28.3,0,0,"directional",1945834,1945989,255226988,6906949,65011410,134788115,35659137,"124_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6906949,0,"20-141",31,27.741759885377,119.824694376634,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib15_124"
"312","125","lib15",1347216,94345,640,1607089,544069,5344262,1502195,45.7652060836564,7,1.3,26.1,0,0,"directional",675538,671038,84363205,2943756,21258865,40447591,15161329,"125_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2943756,0,"20-141",34,40.2886160630924,107.927501124414,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_125"
"313","403","lib15",7109111,547017,2978,7947759,2017543,23814753,6348871,50.7612388976251,6.7,0.9,25.9,0,0,"directional",3569269,3536864,432135404,14004999,110480921,219715319,68159109,"403_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",14004999,0,"20-141",33,24.7991830823297,108.342993098393,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_403"
"314","404","lib15",5369933,412371,2261,5934294,1390014,18029672,4749624,50.9871791755508,6.7,0.8,26,0,0,"directional",2697403,2670269,321971079,10531928,82444626,162831999,51340474,"404_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10531928,0,"20-141",33,27.7792567351621,106.421009904359,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_404"
"315","405","lib15",5099176,379458,1954,5689598,1341228,18354500,4553177,50.8300644818767,6.7,0.9,27.6,0,0,"directional",2551045,2546177,305717183,10031811,78672152,153558869,48100836,"405_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10031811,0,"20-141",34,28.5094713158541,105.497325657351,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_405"
"316","406","lib15",4914149,346275,1937,5454657,1297869,17602874,4367539,51.0403810234834,6.6,0.8,26.8,0,0,"directional",2459008,2453204,301859734,9627963,77430745,152115891,47957698,"406_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9627963,0,"20-141",33,27.3534015484092,108.705026078725,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_406"
"317","419","lib15",2946787,245644,1287,3285764,752537,10624337,2744610,49.6339338064197,7,0.9,27.8,0,0,"directional",1479282,1466218,170392219,5937041,43932907,84243390,27553284,"419_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5937041,0,"20-141",34,37.5989820870362,101.676789498338,127,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_419"
"318","420","lib15",1815339,136417,663,2011106,448469,6393863,1609748,50.9711346667026,6.7,0.8,25.8,0,0,"directional",911317,903359,110199707,3561504,28039400,54959447,18347422,"420_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3561504,0,"20-141",33,36.2020373378377,107.37621325148,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_420"
"319","57","lib15",4649039,318181,1710,5132102,1207176,17464558,3682267,53.7493032823796,6.3,0.8,30,0,0,"directional",2335709,2311620,295700361,8649487,76502459,154730406,40663660,"57_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8649487,0,"20-141",33,26.0488478900664,114.758627419175,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib15_57"
"320","58","lib15",6119184,402378,2293,6793803,1549795,21991978,4842045,53.8489583457084,6.5,0.8,28.2,0,0,"directional",3066122,3050769,379776690,11363607,98322086,195039855,56079173,"58_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",11363607,0,"20-141",33,26.0868647598586,110.705596735262,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_58"
"321","61","lib15",4068221,209227,1401,4630208,1176922,15315634,3180772,54.5468087559766,6.4,0.9,27.1,0,0,"directional",2033113,2033707,264703775,7458220,67746997,134626442,41207572,"61_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7458220,0,"20-141",33,29.3196384230264,115.644643091783,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_61"
"322","62","lib15",4068740,242312,1397,4604515,1166766,14845257,3086629,55.0002088492326,6.5,0.9,28.1,0,0,"directional",2034895,2032448,258385875,7397681,66002048,133797316,37969973,"62_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7397681,0,"20-141",32,28.809653267784,114.119722653626,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_62"
"323","73","lib15",2940775,177285,847,3333828,894013,11428446,2406953,53.2265715935872,6.4,0.9,30.2,0,0,"directional",1475508,1464420,189777467,5525013,48489872,99249973,26381335,"73_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5525013,0,"20-141",32,30.07258447942,116.217909351526,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib15_73"
"324","74","lib15",3248298,182956,980,3673781,968714,11237377,2329779,56.3839505866396,6.4,0.9,27.8,0,0,"directional",1626547,1620771,210490517,5761033,53954594,111421859,29234192,"74_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5761033,0,"20-141",31,29.0438650391395,118.245338466209,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib15_74"
"325","75","lib15",5283860,283923,1731,5974632,1530213,17542729,3735998,56.7926093703194,6.4,0.9,25.3,0,0,"directional",2642186,2639943,343256820,9303781,87939117,178481974,51788155,"75_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9303781,0,"20-141",32,25.8927475967988,117.225424803099,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_75"
"326","76","lib15",4813310,268236,1724,5445027,1428837,16121788,3476394,56.2437923145056,6.4,0.9,26.7,0,0,"directional",2408982,2402604,310252452,8557940,79388395,163520860,44347545,"76_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8557940,0,"20-141",31,26.4288470319748,117.55506266695,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib15_76"
"327","88","lib15",3890941,236562,1462,4396207,1185979,14236520,3156027,53.4210884008166,6.4,0.9,28,0,0,"directional",1950274,1939205,252711631,7283530,64740265,131496311,36656349,"88_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7283530,0,"20-141",32,28.4161293691632,116.235442704293,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_88"
"328","89","lib15",3704061,223531,1492,4205974,1086156,13961498,3092035,52.767205436984,6.5,0.9,27.9,0,0,"directional",1851960,1850609,238773143,7019627,60999610,122521561,35998344,"89_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7019627,0,"20-141",32,29.423090190107,114.712197528444,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_89"
"329","91","lib15",6071469,351095,2531,6928084,1921883,22955192,5376172,51.4586392983113,6.4,0.9,28,0,0,"directional",3036262,3032676,392635846,11798736,100620741,201038576,59171370,"91_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",11798736,0,"20-141",33,25.9789888340989,114.297349817811,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib15_91"
"330","92","lib15",2348442,129061,880,2715619,831795,8557485,2200191,50.2051224385349,6.5,1,27.4,0,0,"directional",1179537,1168025,152121680,4677694,38773034,78533995,22709752,"92_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4677694,0,"20-141",32,35.1432541760099,116.27712394184,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib15_92"
"331","137","lib16",4005661,270013,1793,4613279,1267730,13151868,3992911,48.4443347924705,7.1,1.1,23.6,0,0,"directional",2004704,1999164,238593434,8268585,60423909,116503836,42632812,"137_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8268585,0,"20-141",34,35.8602892028514,104.546142175475,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_137"
"332","138","lib16",1945128,133878,786,2243692,627957,6630682,1922587,48.6088415288611,7.2,1.1,24.8,0,0,"directional",974432,969910,114207306,4001593,28778844,55816262,20109869,"138_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4001593,0,"20-141",34,39.3995215389939,102.540505993488,127,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_138"
"333","139","lib16",3263389,210903,1441,3771426,1060742,11358316,3195285,48.9294748377596,7.1,1.1,25.3,0,0,"directional",1631824,1630124,196578023,6669577,49668259,97246467,33472813,"139_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6669577,0,"20-141",34,33.4696523612605,105.88489989695,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_139"
"334","144","lib16",4809706,329836,1807,5541708,1622008,16254183,4565187,49.5604359482887,7.2,1.1,25.7,0,0,"directional",2415205,2392694,286252025,9704729,71961605,143788715,47083806,"144_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9704729,0,"20-141",33,29.9561498453912,105.723695736378,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_144"
"335","145","lib16",3234528,194946,1246,3728937,1043902,11642735,3090755,49.6075828011562,6.9,1,25.7,0,0,"directional",1619307,1613975,199597158,6520229,50606858,98945786,33628940,"145_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6520229,0,"20-141",34,32.461006001035,108.154727387642,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_145"
"336","147","lib16",4903593,352521,2046,5628663,1668676,15310601,4501100,50.2560771958061,7,1.1,24.5,0,0,"directional",2460503,2441044,294608360,9757214,74610765,150210638,47179017,"147_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9757214,0,"20-141",32,29.3250752875119,107.129972346615,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_147"
"337","148","lib16",6477079,411296,2449,7339205,1867030,20752043,5198512,53.5876524699867,6.8,0.9,25.2,0,0,"directional",3238617,3236013,391677659,12086887,100387167,199711868,61620346,"148_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12086887,0,"20-141",33,28.2971005609327,107.309153217036,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_148"
"338","149","lib16",6533144,434385,2609,7495904,2217285,20270437,5959189,50.539850873207,6.9,1.1,24,0,0,"directional",3278215,3252320,399429626,12926718,101074881,204278914,64092205,"149_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12926718,0,"20-141",32,27.1632471988557,109.2159607721,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_149"
